Epoch,PPL,Test PPL
1,299.999037094403,155.5721971533538
2,246.2526788478573,155.5721971533538
3,221.82025991563194,155.5721971533538
4,206.43493600791808,155.5721971533538
5,198.37142245437107,155.5721971533538
6,190.32725541735093,155.5721971533538
7,185.6390183733351,155.5721971533538
8,180.95340341987546,155.5721971533538
9,176.58211793020084,155.5721971533538
10,176.09479300171142,155.5721971533538
11,172.4526235082121,155.5721971533538
12,170.88375947115406,155.5721971533538
13,168.51327958625885,155.5721971533538
14,167.9373647002348,155.5721971533538
15,167.53234027409187,155.5721971533538
16,167.33043246738035,155.5721971533538
17,166.49571553866735,155.5721971533538
18,166.00951377711783,155.5721971533538
19,165.65224619529886,155.5721971533538
20,164.16362751386657,155.5721971533538
21,164.39870798064086,155.5721971533538
22,165.16337011661827,155.5721971533538
23,165.0396390976627,155.5721971533538
