Epoch,PPL,Test PPL
1,3449.4573348803556,1612.4921164155894
2,1637.3859903050134,1612.4921164155894
3,2404.830608041153,1612.4921164155894
4,1787.3116996852755,1612.4921164155894
5,2041.157789416655,1612.4921164155894
