Epoch;PPL
1;319,2938632
2;260,2157217
3;222,2448454
4;220,2217813
5;196,2620128
6;198,900579
7;186,6110504
8;180,5637398
9;178,5953838
10;174,2298608
11;174,8932798
12;170,8954004
13;178,5648394
14;169,9734277
15;172,5502703
16;170,8885521
17;175,5153572
