Epoch,PPL,Test PPL
1,296.21255451604134,113.94441227827949
2,204.29128801107566,113.94441227827949
3,167.55128477715178,113.94441227827949
4,150.13619103235413,113.94441227827949
5,139.71388277569756,113.94441227827949
6,129.95005489150185,113.94441227827949
7,126.1154958629615,113.94441227827949
8,120.62629086178174,113.94441227827949
9,119.287664611386,113.94441227827949
10,119.01110445838572,113.94441227827949
11,116.9832376061124,113.94441227827949
12,118.0928878894996,113.94441227827949
13,120.12082671951566,113.94441227827949
14,121.29932651346081,113.94441227827949
