Epoch,PPL,Test PPL
1,619.9613415516777,121.61859206906102
2,460.74270730909706,121.61859206906102
3,392.2114451850199,121.61859206906102
4,322.52270819620986,121.61859206906102
5,282.8614173010439,121.61859206906102
6,256.8770413146366,121.61859206906102
7,239.49099221653645,121.61859206906102
8,225.61231803714037,121.61859206906102
9,216.04669673922223,121.61859206906102
10,204.51564036440223,121.61859206906102
11,195.93642628211387,121.61859206906102
12,190.26554054418602,121.61859206906102
13,182.6465015056154,121.61859206906102
14,177.34268129294946,121.61859206906102
15,173.2760515548417,121.61859206906102
16,170.10814104466107,121.61859206906102
17,165.4983296539589,121.61859206906102
18,161.68181804594553,121.61859206906102
19,158.36314274598053,121.61859206906102
20,154.84395925510398,121.61859206906102
21,152.11376328675772,121.61859206906102
22,149.10312894684668,121.61859206906102
23,147.2232956480049,121.61859206906102
24,144.9379918302149,121.61859206906102
25,143.16837903413355,121.61859206906102
26,140.15641328395378,121.61859206906102
27,138.59219400849193,121.61859206906102
28,138.32480094752944,121.61859206906102
29,136.735128525605,121.61859206906102
30,135.18408015264293,121.61859206906102
31,132.7656038358118,121.61859206906102
32,131.7731558964475,121.61859206906102
33,130.8616387489382,121.61859206906102
34,129.94724243739697,121.61859206906102
35,129.08335896526054,121.61859206906102
36,129.7102938915162,121.61859206906102
37,127.94915304846027,121.61859206906102
38,127.90796192383367,121.61859206906102
39,125.96843395721767,121.61859206906102
40,125.85027804341821,121.61859206906102
41,126.61993046300053,121.61859206906102
42,125.7464079763299,121.61859206906102
43,125.61858489393845,121.61859206906102
44,125.33078926262918,121.61859206906102
45,124.29511210978403,121.61859206906102
46,124.10122180544214,121.61859206906102
47,124.72023412159953,121.61859206906102
48,124.46819445101669,121.61859206906102
49,123.75635118361667,121.61859206906102
50,124.63252443035793,121.61859206906102
51,124.84626709207778,121.61859206906102
52,124.32531770776319,121.61859206906102
