Epoch,PPL,Test PPL
1,479.0595458101912,121.67022601220296
2,269.22143913274573,121.67022601220296
3,222.84569477843053,121.67022601220296
4,188.61038525246542,121.67022601220296
5,174.52659306572386,121.67022601220296
6,162.63746666821115,121.67022601220296
7,150.46192603284453,121.67022601220296
8,142.24969057775448,121.67022601220296
9,141.21984366364376,121.67022601220296
10,136.6256779961546,121.67022601220296
11,134.57779178397342,121.67022601220296
12,129.36511339643624,121.67022601220296
13,133.0231741923124,121.67022601220296
14,125.73661704257857,121.67022601220296
15,124.02364595328159,121.67022601220296
16,124.1770019292126,121.67022601220296
17,129.46649778609486,121.67022601220296
18,125.17669913476388,121.67022601220296
