Epoch,PPL,Test PPL
1,346.2579101974772,117.23916303738055
2,234.72256857363027,117.23916303738055
3,203.355159283297,117.23916303738055
4,170.39474782193233,117.23916303738055
5,155.91710821465696,117.23916303738055
6,145.91475190759678,117.23916303738055
7,139.36133732554748,117.23916303738055
8,131.73011277847726,117.23916303738055
9,127.93974262237036,117.23916303738055
10,124.19140435793858,117.23916303738055
11,124.3700422109801,117.23916303738055
12,121.64145730678469,117.23916303738055
13,120.7624730112004,117.23916303738055
14,120.18219654793995,117.23916303738055
15,121.19674838975368,117.23916303738055
16,120.89342153274966,117.23916303738055
17,121.39690250456098,117.23916303738055
