Epoch,PPL,Test PPL
1,312.1625376105257,143.94147260766812
2,237.66381894481484,143.94147260766812
3,209.22513513292765,143.94147260766812
4,201.05606367420876,143.94147260766812
5,177.8370111840395,143.94147260766812
6,174.06260239564418,143.94147260766812
7,164.88388640492363,143.94147260766812
8,163.42556711705944,143.94147260766812
9,157.63705937936325,143.94147260766812
10,155.59326086657686,143.94147260766812
11,152.7857521248761,143.94147260766812
12,150.98389185997706,143.94147260766812
13,149.46146746196754,143.94147260766812
14,151.4056612152943,143.94147260766812
15,149.8703787795815,143.94147260766812
16,149.47979685495878,143.94147260766812
