Epoch,PPL,Test PPL
1,249.6118869015179,138.64719818678788
2,192.0820041564354,138.64719818678788
3,174.4104456973759,138.64719818678788
4,161.88056229923123,138.64719818678788
5,155.24350724927496,138.64719818678788
6,150.2356932242579,138.64719818678788
7,146.93047027360424,138.64719818678788
8,145.70707069528936,138.64719818678788
9,145.12988882200364,138.64719818678788
10,144.43780595580006,138.64719818678788
11,144.94979476771675,138.64719818678788
12,145.7147343320267,138.64719818678788
13,144.93365306706735,138.64719818678788
