Epoch,PPL,Test PPL
1,1032.5182993875678,171.62754706274433
2,690.4072709397611,171.62754706274433
3,581.0170716026277,171.62754706274433
4,519.6176667837726,171.62754706274433
5,477.1685499637189,171.62754706274433
6,445.2724816731203,171.62754706274433
7,419.80652223133194,171.62754706274433
8,399.9910515287806,171.62754706274433
9,382.71328905625467,171.62754706274433
10,367.9048792126506,171.62754706274433
11,355.7938187996951,171.62754706274433
12,343.9290726575837,171.62754706274433
13,333.9821875541033,171.62754706274433
14,325.43710425306665,171.62754706274433
15,317.4001950605764,171.62754706274433
16,309.94688391054535,171.62754706274433
17,303.0525367959101,171.62754706274433
18,297.5347246796061,171.62754706274433
19,291.616559255173,171.62754706274433
20,286.26857325772204,171.62754706274433
21,281.6125780585198,171.62754706274433
22,277.1874744275714,171.62754706274433
23,272.81718432735994,171.62754706274433
24,268.712809652011,171.62754706274433
25,265.09998728277543,171.62754706274433
26,261.7872001595062,171.62754706274433
27,258.45542408092564,171.62754706274433
28,255.32976516730136,171.62754706274433
29,252.24847015379285,171.62754706274433
30,249.5997077757727,171.62754706274433
31,246.70094359767225,171.62754706274433
32,244.05038145378225,171.62754706274433
33,241.5613783446471,171.62754706274433
34,239.24899824791675,171.62754706274433
35,236.87646784907562,171.62754706274433
36,235.00021281658422,171.62754706274433
37,232.95842807024928,171.62754706274433
38,230.98144838609977,171.62754706274433
39,229.06018151361744,171.62754706274433
40,227.32100790599898,171.62754706274433
41,225.63837411447852,171.62754706274433
42,223.86266387297152,171.62754706274433
43,222.13510418632376,171.62754706274433
44,220.7326348103059,171.62754706274433
45,219.40190091974682,171.62754706274433
46,217.74086385606205,171.62754706274433
47,216.48300760367536,171.62754706274433
48,214.71173245303703,171.62754706274433
49,213.58463653234674,171.62754706274433
50,212.23293446167816,171.62754706274433
51,211.03937896638445,171.62754706274433
52,209.73971989011793,171.62754706274433
53,208.47243337822738,171.62754706274433
54,207.5632001536258,171.62754706274433
55,206.3904400477131,171.62754706274433
56,205.18777560808425,171.62754706274433
57,204.05868567898662,171.62754706274433
58,203.18940123335466,171.62754706274433
59,202.36227750736512,171.62754706274433
60,201.43672919003725,171.62754706274433
61,200.25926465792824,171.62754706274433
62,199.3162656049753,171.62754706274433
63,198.27126076029188,171.62754706274433
64,197.69753803970343,171.62754706274433
65,196.86911982523742,171.62754706274433
66,196.15505401481633,171.62754706274433
67,195.2622003335387,171.62754706274433
68,194.2911611708931,171.62754706274433
69,193.6291431348346,171.62754706274433
70,192.89021948560082,171.62754706274433
71,191.98084974738347,171.62754706274433
72,191.26405183642476,171.62754706274433
73,190.71372482565226,171.62754706274433
74,190.0524395137166,171.62754706274433
75,189.1468633832428,171.62754706274433
76,188.67355653381256,171.62754706274433
77,187.9755028035995,171.62754706274433
78,187.60859391365773,171.62754706274433
79,186.81131336349512,171.62754706274433
80,186.32330689356087,171.62754706274433
81,185.64295890100627,171.62754706274433
82,185.11836050337914,171.62754706274433
83,184.37572971384276,171.62754706274433
84,184.0785445888152,171.62754706274433
85,183.77685385460774,171.62754706274433
86,183.13117871282958,171.62754706274433
87,182.24436639103115,171.62754706274433
88,181.86391722611515,171.62754706274433
89,181.43071321510303,171.62754706274433
90,180.90572198252087,171.62754706274433
91,180.55933464157758,171.62754706274433
92,180.1722780437825,171.62754706274433
93,179.47977913063204,171.62754706274433
94,179.1536602113488,171.62754706274433
95,178.64426060200225,171.62754706274433
96,178.24342574828137,171.62754706274433
97,177.90666017407023,171.62754706274433
98,177.57193016783287,171.62754706274433
99,177.2463343539568,171.62754706274433
