Epoch,PPL,Test PPL
1,180.56080508694518,125.95720869951718
2,174.05968404437735,125.95720869951718
3,170.83813767600063,125.95720869951718
4,167.4518281049874,125.95720869951718
5,162.31630946243618,125.95720869951718
6,162.46336390202183,125.95720869951718
7,159.51080387420558,125.95720869951718
8,157.71601647389068,125.95720869951718
9,158.23171277533652,125.95720869951718
10,153.76532171125993,125.95720869951718
11,152.0291142537105,125.95720869951718
12,152.43170239756813,125.95720869951718
13,149.07384049399613,125.95720869951718
14,149.4730550101279,125.95720869951718
15,148.19030233621655,125.95720869951718
16,146.36067829582234,125.95720869951718
17,145.49936210043,125.95720869951718
18,143.563031797059,125.95720869951718
19,143.72217098172976,125.95720869951718
20,143.91986974300028,125.95720869951718
21,141.29497453557423,125.95720869951718
22,141.00046421700966,125.95720869951718
23,139.84075343170042,125.95720869951718
24,140.4583336458503,125.95720869951718
25,139.11970280948668,125.95720869951718
26,138.36569933704322,125.95720869951718
27,137.86810957236392,125.95720869951718
28,138.01802158690006,125.95720869951718
29,137.76540095774385,125.95720869951718
30,135.89353590831792,125.95720869951718
31,136.625954737918,125.95720869951718
32,135.82272903076117,125.95720869951718
33,134.70242090462432,125.95720869951718
34,134.4979969289125,125.95720869951718
35,134.19635533152703,125.95720869951718
36,134.6297663344165,125.95720869951718
37,133.47767024246536,125.95720869951718
38,133.3103405449326,125.95720869951718
39,132.4910872253572,125.95720869951718
40,133.23694324569243,125.95720869951718
41,131.98135013290727,125.95720869951718
42,131.41324424498697,125.95720869951718
43,131.42593232815221,125.95720869951718
44,131.07569024165596,125.95720869951718
45,131.54993303461802,125.95720869951718
46,131.81071181124807,125.95720869951718
47,130.84604797780102,125.95720869951718
48,131.18392149582874,125.95720869951718
49,129.9364506604104,125.95720869951718
50,130.00158089653047,125.95720869951718
51,131.53796476497334,125.95720869951718
52,131.73984997712495,125.95720869951718
