Epoch,PPL,Test PPL
1,430.3463317262893,98.80191763821087
2,294.6171176345977,98.80191763821087
3,248.8276663708971,98.80191763821087
4,214.09337026593013,98.80191763821087
5,199.11713973906762,98.80191763821087
6,171.20471577550032,98.80191763821087
7,158.3321045348555,98.80191763821087
8,148.78485867422592,98.80191763821087
9,145.67317035696163,98.80191763821087
10,141.51879976224,98.80191763821087
11,131.66867550818372,98.80191763821087
12,127.45298242989553,98.80191763821087
13,127.46350560892655,98.80191763821087
14,155.32166088194484,98.80191763821087
15,119.96706029193372,98.80191763821087
16,119.72751248344768,98.80191763821087
17,114.1023360444694,98.80191763821087
18,114.11700673970498,98.80191763821087
19,112.539610154293,98.80191763821087
20,108.97125359374239,98.80191763821087
21,109.26247677891973,98.80191763821087
22,109.74464384203827,98.80191763821087
23,108.09771284286518,98.80191763821087
24,106.5494426331231,98.80191763821087
25,105.71395351610118,98.80191763821087
26,105.00940577673074,98.80191763821087
27,105.86185753934608,98.80191763821087
28,102.81312369485269,98.80191763821087
29,102.12467927472758,98.80191763821087
30,102.30681929728843,98.80191763821087
31,103.11037675774719,98.80191763821087
32,101.76418379802158,98.80191763821087
33,102.9308823436845,98.80191763821087
34,102.41229899525112,98.80191763821087
35,101.98542204599073,98.80191763821087
