Epoch,PPL,Test PPL
1,480.485972824025,101.32064116728706
2,348.4908291689554,101.32064116728706
3,282.7232311455419,101.32064116728706
4,241.52771997909218,101.32064116728706
5,224.1594858009096,101.32064116728706
6,210.78311136662862,101.32064116728706
7,187.4228078727441,101.32064116728706
8,176.97495318154168,101.32064116728706
9,169.106709456087,101.32064116728706
10,161.14098590276097,101.32064116728706
11,157.81203165926595,101.32064116728706
12,148.5684320264495,101.32064116728706
13,143.34356206942664,101.32064116728706
14,141.32727268716434,101.32064116728706
15,136.62415497874156,101.32064116728706
16,135.68154688479817,101.32064116728706
17,134.1270552087242,101.32064116728706
18,129.20906441479,101.32064116728706
19,126.0350858599289,101.32064116728706
20,123.8232022049854,101.32064116728706
21,122.9466405072763,101.32064116728706
22,121.05846710678621,101.32064116728706
23,119.44680050636357,101.32064116728706
24,118.1320072495362,101.32064116728706
25,117.08654518933291,101.32064116728706
26,115.71776893173293,101.32064116728706
27,113.75784409300667,101.32064116728706
28,112.49514838030828,101.32064116728706
29,112.77130289267716,101.32064116728706
30,111.25660893424734,101.32064116728706
31,110.57225390836878,101.32064116728706
32,109.49218630475924,101.32064116728706
33,108.55025889001728,101.32064116728706
34,109.3015346778884,101.32064116728706
35,108.10440847924664,101.32064116728706
36,106.85141413451792,101.32064116728706
37,106.82260657154659,101.32064116728706
38,107.84466372487222,101.32064116728706
39,106.31824754773054,101.32064116728706
40,106.38983649102668,101.32064116728706
41,105.76879266908011,101.32064116728706
42,106.14559265406089,101.32064116728706
43,105.34916399976117,101.32064116728706
44,106.57577157750167,101.32064116728706
45,104.66360109318853,101.32064116728706
46,104.53353595954722,101.32064116728706
47,103.75554852129108,101.32064116728706
48,104.55843982389351,101.32064116728706
49,104.5093586349564,101.32064116728706
50,104.12073649448584,101.32064116728706
