Epoch,PPL,Test PPL
1,635.2765175738557,103.45214413853888
2,488.02929838997443,103.45214413853888
3,395.8959844945892,103.45214413853888
4,341.34205887782446,103.45214413853888
5,304.3736858367167,103.45214413853888
6,271.3623251506163,103.45214413853888
7,249.81072578785606,103.45214413853888
8,233.38379108494186,103.45214413853888
9,218.06204910384199,103.45214413853888
10,210.1744670210431,103.45214413853888
11,198.34718184081976,103.45214413853888
12,191.71890637044208,103.45214413853888
13,184.76660114683173,103.45214413853888
14,178.96751679638788,103.45214413853888
15,172.37301462800198,103.45214413853888
16,168.36044772450856,103.45214413853888
17,164.27092103089385,103.45214413853888
18,161.65025498418095,103.45214413853888
19,157.29270579619762,103.45214413853888
20,154.52807507295438,103.45214413853888
21,150.276534044656,103.45214413853888
22,147.53792822319494,103.45214413853888
23,146.08051171614002,103.45214413853888
24,142.60805888607615,103.45214413853888
25,140.91272050424496,103.45214413853888
26,138.77294709671105,103.45214413853888
27,137.82863176662187,103.45214413853888
28,135.1610248514245,103.45214413853888
29,134.5454112111338,103.45214413853888
30,132.25725875825768,103.45214413853888
31,132.44974315077215,103.45214413853888
32,129.34327122315855,103.45214413853888
33,127.7093682667001,103.45214413853888
34,126.1799043024164,103.45214413853888
35,125.99824995897731,103.45214413853888
36,125.26903617985435,103.45214413853888
37,123.51127267087563,103.45214413853888
38,122.66182786154087,103.45214413853888
39,121.15730498494204,103.45214413853888
40,121.25886810057742,103.45214413853888
41,120.01920649372079,103.45214413853888
42,118.39746033420421,103.45214413853888
43,119.87307410602138,103.45214413853888
44,116.58200318392493,103.45214413853888
45,116.04828344123072,103.45214413853888
46,116.50264036255676,103.45214413853888
47,116.57640869094855,103.45214413853888
48,115.01073788263533,103.45214413853888
49,114.0933203681342,103.45214413853888
50,114.13518268496145,103.45214413853888
51,113.17617851870325,103.45214413853888
52,112.49422444238273,103.45214413853888
53,112.93359467553087,103.45214413853888
54,112.65744051645484,103.45214413853888
55,111.50845333245958,103.45214413853888
56,111.29388523763038,103.45214413853888
57,110.90529718293655,103.45214413853888
58,110.46039347810107,103.45214413853888
59,110.15936347533061,103.45214413853888
60,110.00933634927097,103.45214413853888
61,109.59280960456162,103.45214413853888
62,109.56717711462804,103.45214413853888
63,108.81307381038343,103.45214413853888
64,108.4224611991645,103.45214413853888
65,108.74492711769896,103.45214413853888
66,107.82591730281216,103.45214413853888
67,108.41695442787494,103.45214413853888
68,107.92911424990722,103.45214413853888
69,107.53567347787904,103.45214413853888
70,107.7897778713171,103.45214413853888
71,107.10007992967552,103.45214413853888
72,107.4984628151427,103.45214413853888
73,107.52123055404306,103.45214413853888
74,107.03529582972138,103.45214413853888
75,106.76826309687746,103.45214413853888
76,106.50377308330586,103.45214413853888
77,106.14975141775953,103.45214413853888
78,106.92972091638265,103.45214413853888
79,106.46351487696866,103.45214413853888
80,105.97508902614028,103.45214413853888
81,106.73004972929294,103.45214413853888
82,105.65799135972533,103.45214413853888
83,106.59716299705096,103.45214413853888
84,106.29538798688488,103.45214413853888
85,106.05420065326932,103.45214413853888
