Epoch,PPL,Test PPL
1,246.83325171487954,123.76619559976623
2,184.11089170731552,123.76619559976623
3,161.52930425729306,123.76619559976623
4,148.93783994144994,123.76619559976623
5,142.94934306016088,123.76619559976623
6,138.91290413468195,123.76619559976623
7,136.7686484981208,123.76619559976623
8,136.5470719173884,123.76619559976623
9,135.6046664087639,123.76619559976623
10,135.27669915460217,123.76619559976623
11,136.77193353792012,123.76619559976623
12,136.78434766861187,123.76619559976623
13,138.4512933063421,123.76619559976623
